Track Name,Artist,Genres,Energy,Acousticness,Danceability,Valence,Loudness,Instrumentalness,Speechiness,Liveness,Tempo
El Paso Gitano (Paso),Christian Peschel,accordeon,0.879,0.369,0.558,0.519,-4.235,0.853,0.0376,0.269,120.445
Cafe Del Amor,Marga Sol,"chill lounge,deep chill",0.686,0.119,0.738,0.505,-7.323,0.845,0.0326,0.21,120.023
Can Not Forget You,Roberto Sol,chill lounge,0.434,0.226,0.483,0.525,-9.049,0.00322,0.0399,0.095,88.756
If You Want Me,Michael Crueger,,0.62,0.161,0.636,0.545,-11.703,0.22,0.0406,0.0958,90.0
Love Hurts,Cafe Ibiza,lounge house,0.417,0.248,0.643,0.158,-15.448,0.907,0.0444,0.26,95.392
Snapshot,Castlebed,,0.536,0.29,0.635,0.773,-9.503,0.875,0.0295,0.0844,96.012
Si vous voulez,Chris Le Blanc,chill lounge,0.666,0.00447,0.78,0.773,-6.499,0.411,0.0264,0.128,103.03
La vie en rouge,Chantal Miccat,,0.761,0.0408,0.629,0.738,-9.554,0.668,0.0378,0.421,111.996
Just Breathe,Huppertz,,0.535,0.223,0.497,0.378,-8.058,0.816,0.0276,0.243,83.994
Growing Without Words,Gushi & Raffunk,,0.378,0.361,0.693,0.59,-15.294,0.887,0.0743,0.0701,160.01
Por Ti,Naoki Kenji,"chill lounge,japanese electronic",0.674,0.422,0.647,0.342,-10.114,0.534,0.0491,0.0768,90.996
Baby Blues,Trillian Miles,,0.295,0.583,0.437,0.149,-16.523,0.818,0.0304,0.147,144.038
Soulbreak,Ingo Herrmann,"chill lounge,deep chill",0.785,0.019,0.8,0.874,-16.397,0.849,0.0574,0.0949,109.988
Hope,Gushi & Raffunk,,0.476,0.0182,0.671,0.167,-13.251,0.774,0.0308,0.195,120.011
The Way You Look,Peter Pearson,chill lounge,0.309,0.403,0.711,0.102,-15.906,0.823,0.0425,0.0929,129.972
The Right Time,Newton,ruta destroy,0.411,0.782,0.499,0.13,-8.632,0.0606,0.0299,0.38,70.009
Lazy Jazz,Johannes Huppertz,deep chill,0.419,0.776,0.446,0.176,-10.338,0.937,0.0408,0.523,73.905
Kids on Beach,Living Room,"lo-fi beats,lo-fi jazzhop",0.627,0.445,0.563,0.388,-11.333,0.751,0.0504,0.155,170.045
Turi Turi Ye,The Red Lounge,sunset lounge,0.6,0.215,0.687,0.571,-11.033,0.815,0.0671,0.0969,200.025
Deo,Magic Mike,sunset lounge,0.611,0.178,0.616,0.367,-13.75,0.906,0.0527,0.58,95.966
Welcome to the Nox,Dan Haany,sunset lounge,0.722,0.46,0.658,0.69,-7.338,0.881,0.0302,0.148,98.781
Piano Pianoforte,The Loungers,,0.439,0.119,0.576,0.277,-10.293,0.121,0.344,0.108,216.349
Sole Luna Stelle,Allred,,0.549,0.0203,0.803,0.371,-11.482,0.894,0.0669,0.225,108.078
Sun,Lounge Emperor,,0.348,0.444,0.876,0.52,-12.359,0.587,0.095,0.269,104.896
Silver One,The Contact Project,,0.624,0.665,0.773,0.768,-12.765,0.881,0.0658,0.0958,100.931
My Love for You,Natalie Harper,,0.622,0.000871,0.799,0.302,-10.066,0.645,0.0573,0.123,107.99
143 (Kelly's song) 2011,Jake Shimabukuro,ukulele,0.361,0.81,0.37,0.479,-12.271,0.87,0.0321,0.113,66.409
Bohemian Rhapsody,Jake Shimabukuro,ukulele,0.0912,0.979,0.511,0.273,-16.354,0.868,0.0688,0.0745,148.415
Bring Your Adz,Jake Shimabukuro,ukulele,0.707,0.459,0.607,0.57,-9.637,0.833,0.0313,0.14,150.061
Boy Meets Girl,Jake Shimabukuro,ukulele,0.386,0.708,0.814,0.915,-12.884,0.839,0.114,0.0984,112.115
Go For Broke,Jake Shimabukuro,ukulele,0.164,0.623,0.595,0.146,-15.612,0.935,0.0401,0.0558,118.847
Trapped 2010,Jake Shimabukuro,ukulele,0.494,0.846,0.56,0.329,-13.485,0.765,0.0471,0.0971,112.734
Variation On A Dance 2010,Jake Shimabukuro,ukulele,0.591,0.286,0.535,0.553,-14.106,0.927,0.078,0.0803,195.032
Pianoforte 2010,Jake Shimabukuro,ukulele,0.101,0.977,0.716,0.537,-22.44,0.884,0.0762,0.104,112.908
Five Dallars Unleaded 2010,Jake Shimabukuro,ukulele,0.395,0.714,0.775,0.707,-11.636,0.939,0.0364,0.0778,104.486
Ukulele Bros.,Jake Shimabukuro,ukulele,0.775,0.605,0.637,0.752,-11.365,0.838,0.0348,0.139,91.034
Hallelujah,Jake Shimabukuro,ukulele,0.0614,0.929,0.49,0.136,-19.436,0.904,0.0538,0.105,170.089
Bohemian Rhapsody - Live Version,Jake Shimabukuro,ukulele,0.132,0.97,0.495,0.18,-18.154,0.832,0.0533,0.434,157.01
Contrabando de Amor,Los Fabulosos Cadillacs,"argentine rock,latin alternative,latin rock,rock en espanol,ska,ska argentino",0.88,0.109,0.662,0.937,-6.104,1.36e-05,0.0356,0.386,154.893
Siempre Me Hablaste de Ella,Los Fabulosos Cadillacs,"argentine rock,latin alternative,latin rock,rock en espanol,ska,ska argentino",0.832,0.0189,0.527,0.885,-4.872,1.71e-05,0.0295,0.197,167.114
"Vamos Ya! - ""Move On Up""",Los Fabulosos Cadillacs,"argentine rock,latin alternative,latin rock,rock en espanol,ska,ska argentino",0.9,0.017,0.717,0.985,-5.661,0.251,0.0314,0.066,151.911
CJ,Los Fabulosos Cadillacs,"argentine rock,latin alternative,latin rock,rock en espanol,ska,ska argentino",0.596,0.235,0.825,0.736,-7.97,0.000483,0.0391,0.267,112.9
El Sonido Joven de América,Los Fabulosos Cadillacs,"argentine rock,latin alternative,latin rock,rock en espanol,ska,ska argentino",0.911,0.00595,0.664,0.976,-4.517,0.0131,0.0344,0.0864,155.935
Lanzallamas,Los Fabulosos Cadillacs,"argentine rock,latin alternative,latin rock,rock en espanol,ska,ska argentino",0.7,0.0847,0.801,0.965,-5.745,0.00117,0.0409,0.0826,108.111
Tanto Como un Dios,Los Fabulosos Cadillacs,"argentine rock,latin alternative,latin rock,rock en espanol,ska,ska argentino",0.878,0.182,0.626,0.741,-5.675,0.00525,0.0315,0.113,136.983
Surfer Calavera,Los Fabulosos Cadillacs,"argentine rock,latin alternative,latin rock,rock en espanol,ska,ska argentino",0.844,0.0516,0.446,0.894,-5.206,0.000186,0.039,0.187,146.361
Siete Jinetes,Los Fabulosos Cadillacs,"argentine rock,latin alternative,latin rock,rock en espanol,ska,ska argentino",0.854,0.263,0.626,0.834,-5.453,7.27e-06,0.0427,0.106,170.258
Soledad,Los Fabulosos Cadillacs,"argentine rock,latin alternative,latin rock,rock en espanol,ska,ska argentino",0.791,0.00292,0.625,0.85,-6.188,0.00052,0.0438,0.184,143.203
Más Solo Que la Noche Anterior,Los Fabulosos Cadillacs,"argentine rock,latin alternative,latin rock,rock en espanol,ska,ska argentino",0.881,0.29,0.782,0.93,-5.366,0.000346,0.0279,0.144,109.994
The Infanta,The Decemberists,"alternative rock,anti-folk,baroque pop,canadian indie,chamber pop,indie folk,indie pop,indie rock,modern folk rock,modern rock,pop rock,stomp and holler",0.861,0.0168,0.484,0.275,-5.872,0.00283,0.0517,0.186,134.932
We Both Go Down Together,The Decemberists,"alternative rock,anti-folk,baroque pop,canadian indie,chamber pop,indie folk,indie pop,indie rock,modern folk rock,modern rock,pop rock,stomp and holler",0.798,0.194,0.583,0.566,-6.189,0,0.032,0.172,119.195
"Eli, The Barrow Boy",The Decemberists,"alternative rock,anti-folk,baroque pop,canadian indie,chamber pop,indie folk,indie pop,indie rock,modern folk rock,modern rock,pop rock,stomp and holler",0.312,0.773,0.571,0.232,-8.236,0,0.0271,0.112,137.529
The Sporting Life,The Decemberists,"alternative rock,anti-folk,baroque pop,canadian indie,chamber pop,indie folk,indie pop,indie rock,modern folk rock,modern rock,pop rock,stomp and holler",0.811,0.114,0.653,0.873,-6.609,0.00132,0.0635,0.109,106.194
16 Military Wives,The Decemberists,"alternative rock,anti-folk,baroque pop,canadian indie,chamber pop,indie folk,indie pop,indie rock,modern folk rock,modern rock,pop rock,stomp and holler",0.777,0.0549,0.508,0.598,-5.593,6.6e-06,0.0354,0.137,92.236
The Mariner's Revenge Song,The Decemberists,"alternative rock,anti-folk,baroque pop,canadian indie,chamber pop,indie folk,indie pop,indie rock,modern folk rock,modern rock,pop rock,stomp and holler",0.581,0.25,0.391,0.459,-5.481,0,0.0901,0.0861,83.587
Of Angels and Angles,The Decemberists,"alternative rock,anti-folk,baroque pop,canadian indie,chamber pop,indie folk,indie pop,indie rock,modern folk rock,modern rock,pop rock,stomp and holler",0.0505,0.898,0.655,0.249,-15.278,0,0.0434,0.0987,93.583
The Bagman's Gambit,The Decemberists,"alternative rock,anti-folk,baroque pop,canadian indie,chamber pop,indie folk,indie pop,indie rock,modern folk rock,modern rock,pop rock,stomp and holler",0.319,0.247,0.372,0.14,-9.335,0.000392,0.0261,0.114,87.765
From My Own True Love (Lost At Sea),The Decemberists,"alternative rock,anti-folk,baroque pop,canadian indie,chamber pop,indie folk,indie pop,indie rock,modern folk rock,modern rock,pop rock,stomp and holler",0.218,0.588,0.515,0.176,-9.72,1.84e-05,0.0321,0.108,84.851
The Engine Driver,The Decemberists,"alternative rock,anti-folk,baroque pop,canadian indie,chamber pop,indie folk,indie pop,indie rock,modern folk rock,modern rock,pop rock,stomp and holler",0.717,0.334,0.425,0.522,-6.498,0,0.0274,0.29,96.694
On the Bus Mall,The Decemberists,"alternative rock,anti-folk,baroque pop,canadian indie,chamber pop,indie folk,indie pop,indie rock,modern folk rock,modern rock,pop rock,stomp and holler",0.535,0.174,0.476,0.374,-8.579,1.24e-05,0.026,0.308,95.165
Mil Horas,Los Abuelos De La Nada,"argentine rock,latin alternative,latin rock,post-punk argentina,rock en espanol,rock nacional,ska argentino",0.386,0.306,0.697,0.554,-11.746,0,0.0798,0.0682,99.796
Candy,Paolo Nutini,"british soul,neo mellow,scottish singer-songwriter",0.601,0.373,0.612,0.368,-7.809,0,0.0421,0.156,125.164
Fronteo,Plan B,"reggaeton,urbano latino",0.854,0.145,0.871,0.421,-4.856,0.000264,0.0901,0.135,88.006
Choca,Plan B,"reggaeton,urbano latino",0.835,0.225,0.858,0.466,-4.852,5.76e-06,0.122,0.0613,88.0
Pa'l Piso (feat. Yandel),Plan B,"reggaeton,urbano latino",0.931,0.0294,0.665,0.644,-5.306,0,0.0691,0.321,169.996
Fanática Sensual,Plan B,"reggaeton,urbano latino",0.853,0.0937,0.793,0.906,-3.655,0,0.0477,0.085,164.022
El Matadero (feat. Alexis & Fido),Plan B,"reggaeton,urbano latino",0.892,0.152,0.746,0.853,-3.688,0,0.0803,0.142,179.995
No Quiero Que Te Vayas,Plan B,"reggaeton,urbano latino",0.693,0.272,0.692,0.342,-5.087,0,0.054,0.3,95.026
Mi Vecinita,Plan B,"reggaeton,urbano latino",0.82,0.102,0.755,0.867,-4.408,0,0.0528,0.577,93.995
Juegas Con Mi Mente (feat. J Alvarez),Plan B,"reggaeton,urbano latino",0.841,0.0269,0.705,0.908,-4.229,0.00126,0.0861,0.194,175.977
Dónde los Consigo? (feat. Yailemm y Clandestino),Plan B,"reggaeton,urbano latino",0.851,0.0832,0.67,0.654,-4.37,0,0.114,0.132,172.008
Soy y Seré,Plan B,"reggaeton,urbano latino",0.81,0.188,0.801,0.475,-4.52,0,0.094,0.879,95.028
Coquetea,Plan B,"reggaeton,urbano latino",0.835,0.0709,0.863,0.617,-4.627,0,0.0453,0.355,93.999
Zapatito Roto (feat. Tego),Plan B,"reggaeton,urbano latino",0.706,0.259,0.918,0.712,-8.31,0,0.0838,0.587,95.004
Dame una Noche (feat. Zion & Lennox),Plan B,"reggaeton,urbano latino",0.794,0.0485,0.709,0.792,-5.09,0,0.347,0.0758,185.877
Candy,Plan B,"reggaeton,urbano latino",0.864,0.252,0.897,0.542,-3.735,0,0.147,0.517,95.981
Sátiro (feat. Amaro),Plan B,"reggaeton,urbano latino",0.839,0.0356,0.788,0.769,-4.396,0,0.0944,0.143,175.955
Love and Sex,Plan B,"reggaeton,urbano latino",0.713,0.0234,0.816,0.298,-6.836,5.87e-06,0.0675,0.0576,88.002
Colgando en tus manos (con Marta Sánchez),Carlos Baute,"latin pop,spanish pop",0.65,0.532,0.834,0.877,-4.276,0,0.0372,0.128,120.008
Prelude and The Sound Of Music,Irwin Kostal,,0.223,0.814,0.256,0.147,-14.997,0,0.0401,0.366,140.621
Overture and Preludium (Dixit Dominus),Irwin Kostal,,0.213,0.827,0.258,0.151,-14.082,0.788,0.0317,0.33,67.607
Morning Hymn and Alleluia,Annalee,,0.102,0.989,0.237,0.0637,-19.53,0.000924,0.0444,0.132,136.955
Maria,Evadne Baker,,0.241,0.892,0.566,0.617,-12.801,0,0.135,0.246,108.3
I Have Confidence,Julie Andrews,"adult standards,hollywood,movie tunes,show tunes",0.266,0.797,0.536,0.432,-12.461,0,0.0698,0.548,72.57
Sixteen Going On Seventeen,Charmian Carr,"hollywood,movie tunes",0.174,0.88,0.495,0.265,-13.89,0,0.0381,0.0956,125.729
My Favorite Things,Julie Andrews,"adult standards,hollywood,movie tunes,show tunes",0.264,0.844,0.525,0.648,-11.84,0,0.0923,0.183,76.29
Do-Re-Mi,Julie Andrews,"adult standards,hollywood,movie tunes,show tunes",0.23,0.831,0.508,0.504,-11.401,0,0.0583,0.269,132.151
The Sound of Music,Charmian Carr,"hollywood,movie tunes",0.0726,0.954,0.253,0.158,-19.837,7.33e-05,0.0369,0.102,87.438
The Lonely Goatherd,Julie Andrews,"adult standards,hollywood,movie tunes,show tunes",0.259,0.82,0.662,0.563,-11.34,0,0.0534,0.315,100.297
Edelweiss,Bill Lee,,0.117,0.859,0.297,0.345,-20.203,0.00633,0.0348,0.124,98.654
Laendler,Irwin Kostal,,0.125,0.669,0.497,0.603,-12.306,0.502,0.0356,0.568,134.441
"So Long, Farewell",Charmian Carr,"hollywood,movie tunes",0.165,0.818,0.44,0.37,-15.351,8.22e-05,0.0535,0.129,81.995
Entr'acte,Irwin Kostal,,0.325,0.809,0.334,0.33,-10.833,0.972,0.0305,0.275,91.8
Climb Ev'ry Mountain,Peggy Wood,,0.298,0.845,0.162,0.19,-12.417,0,0.0386,0.22,83.309
My Favorite Things (Reprise),Julie Andrews,"adult standards,hollywood,movie tunes,show tunes",0.0999,0.964,0.486,0.477,-14.67,0,0.0536,0.285,106.822
Something Good,Julie Andrews,"adult standards,hollywood,movie tunes,show tunes",0.0781,0.949,0.229,0.171,-21.91,0.00135,0.0398,0.115,81.981
Processional And Maria (The Wedding),Evadne Baker,,0.269,0.381,0.382,0.234,-9.213,0.0041,0.0282,0.227,100.574
Sixteen Going On Seventeen (reprise),Julie Andrews,"adult standards,hollywood,movie tunes,show tunes",0.098,0.793,0.388,0.13,-20.017,2.45e-06,0.0365,0.159,89.934
Do-Re-Mi (reprise),Julie Andrews,"adult standards,hollywood,movie tunes,show tunes",0.565,0.926,0.332,0.89,-13.57,0,0.393,0.753,144.896
Edelweiss (reprise),Julie Andrews,"adult standards,hollywood,movie tunes,show tunes",0.136,0.927,0.317,0.253,-14.964,3.2e-05,0.0404,0.085,75.647
"So Long, Farewell (Reprise)",Julie Andrews,"adult standards,hollywood,movie tunes,show tunes",0.258,0.839,0.542,0.63,-15.006,1.48e-06,0.145,0.965,130.39
Climb Ev'ry Mountain (reprise),Chorus & Orchestra,,0.262,0.893,0.114,0.351,-11.782,0.0142,0.0309,0.33,75.452
End Titles,Irwin Kostal,,0.399,0.775,0.141,0.552,-8.474,0.908,0.0319,0.243,163.871
Robert Wise Interview,Robert Wise,,0.13,0.842,0.613,0.838,-22.798,0,0.877,0.261,88.715
Richard Rodgers Interview,Richard Rodgers,"broadway,vintage broadway",0.186,0.665,0.69,0.569,-23.419,0,0.928,0.211,111.693
Charmian Carr Interview,Charmian Carr,"hollywood,movie tunes",0.0843,0.635,0.694,0.528,-21.213,0,0.706,0.262,94.905
Moving In,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.531,0.903,0.644,0.969,-13.641,0.706,0.0538,0.144,153.862
Mr. Fox In The Fields Medley,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.259,0.501,0.463,0.443,-15.795,0.834,0.0433,0.135,131.277
Trains,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.328,0.452,0.776,0.346,-16.653,0.259,0.04,0.255,119.999
Side Car Escape,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.474,0.424,0.551,0.472,-16.307,0.929,0.0472,0.14,171.903
Shoot Out,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.308,0.539,0.744,0.0633,-13.525,0.000785,0.0652,0.0964,126.017
Kristofferson,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.293,0.962,0.873,0.573,-19.652,0.628,0.0663,0.109,124.046
Plan B,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.496,0.106,0.49,0.447,-16.322,0.944,0.0473,0.0938,151.862
Trains 2,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.245,0.936,0.772,0.85,-16.184,0.781,0.0411,0.319,119.994
Looking For Cider,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.273,0.706,0.877,0.0389,-17.305,0.863,0.118,0.0541,123.988
Death Of Rat,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.0854,0.97,0.498,0.0355,-17.477,0.0103,0.034,0.087,80.037
Whack-Bat Majorette Ensemble,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.54,0.411,0.458,0.467,-14.672,0.00587,0.0513,0.149,146.399
Canis Lupus,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.133,0.968,0.271,0.0385,-18.059,0.819,0.0355,0.0698,75.309
Trains 3,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.312,0.187,0.595,0.208,-17.652,0.828,0.0316,0.305,119.999
Rat Fight,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.303,0.167,0.842,0.213,-16.471,0.745,0.0579,0.148,117.971
Dig!,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.491,0.338,0.802,0.108,-14.488,0.95,0.0535,0.169,119.986
Mr. Fox's Promenade,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.364,0.928,0.707,0.801,-17.761,0.85,0.0524,0.312,132.028
Three Farmers,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.251,0.23,0.625,0.0682,-15.875,0.72,0.0554,0.137,112.013
Kristofferson 2,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.316,0.966,0.856,0.564,-18.685,0.769,0.0525,0.111,124.028
"Boggis, Bunce And Bean (Reprise)",Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.346,0.68,0.71,0.275,-14.451,0.00701,0.0441,0.0919,125.083
Trains 4,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.274,0.592,0.636,0.509,-17.265,0.574,0.0356,0.189,119.986
Mr. Fox And Mrs. Fox,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.45,0.919,0.722,0.921,-15.689,0.757,0.0566,0.319,132.001
Canis Lupus 2,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.115,0.964,0.292,0.0371,-18.674,0.86,0.035,0.071,73.938
Finale,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.458,0.355,0.686,0.497,-13.164,0.00894,0.0465,0.236,144.123
Choir Boys Farewell (To The Puppets),Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.371,0.913,0.614,0.777,-17.811,0.00319,0.0568,0.385,119.941
American Empirical Pictures,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.0903,0.654,0,0,-18.773,0.937,0,0.103,0
The Ballad Of Davy Crockett,The Wellingtons,,0.195,0.765,0.708,0.806,-12.483,1.32e-06,0.106,0.38,69.593
Mr. Fox In The Fields,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.379,0.96,0.726,0.842,-19.99,0.866,0.0533,0.306,131.955
Heroes And Villians - Remastered,The Beach Boys,"adult standards,baroque pop,classic rock,psychedelic rock,rock,sunshine pop",0.544,0.479,0.434,0.251,-8.419,6.76e-06,0.0336,0.191,117.132
Fooba Wooba John,Burl Ives,"adult standards,american folk revival,lounge",0.377,0.565,0.523,0.967,-9.659,0,0.0469,0.049,205.306
"Boggis, Bunce And Bean",Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.333,0.339,0.752,0.631,-15.708,0.958,0.0318,0.11,111.998
Jimmy Squirrel And Co.,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.513,0.954,0.663,0.648,-17.464,0.867,0.072,0.108,153.899
Love,Nancy Adams,movie tunes,0.335,0.774,0.315,0.539,-14.15,9.39e-05,0.0375,0.101,81.145
Buckeye Jim,Burl Ives,"adult standards,american folk revival,lounge",0.119,0.881,0.751,0.711,-15.243,1.59e-06,0.0522,0.112,88.67
High-Speed French Train,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.239,0.661,0.754,0.243,-19.019,0.0714,0.0535,0.242,119.977
Whack-Bat Majorette,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.514,0.575,0.657,0.65,-12.252,0.492,0.0396,0.233,143.973
The Grey Goose,Burl Ives,"adult standards,american folk revival,lounge",0.262,0.829,0.89,0.906,-11.18,0,0.053,0.459,135.03
Beans Secret Cider Cellar,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.506,0.382,0.865,0.335,-11.839,0.946,0.0429,0.0923,117.968
Une Petite Ile,Georges Delerue,"classic soundtrack,french soundtrack,soundtrack",0.0549,0.937,0.324,0.0687,-17.811,0.687,0.0311,0.103,92.977
Street Fighting Man,The Rolling Stones,"british invasion,classic rock,rock",0.741,0.0133,0.563,0.719,-9.875,0.0108,0.0318,0.213,128.156
Fantastic Mr. Fox AKA Petey’s Song,Jarvis Cocker,"british alternative rock,britpop,sheffield indie,solo wave",0.387,0.654,0.688,0.846,-11.527,0.000107,0.0434,0.0979,115.407
Night And Day,Art Tatum,"bebop,big band,jazz,jazz piano,stride,swing,vintage jazz,vocal jazz",0.311,0.98,0.448,0.686,-15.869,0.861,0.052,0.182,142.001
Kristofferson's Theme,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.214,0.979,0.907,0.407,-21.971,0.74,0.0652,0.119,124.01
Just Another Dead Rat In A Garbage Pail (Behind A Chinese Restaurant),Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.207,0.664,0.508,0.0343,-15.123,0.0179,0.0576,0.0862,118.091
Le Grand Choral,Georges Delerue,"classic soundtrack,french soundtrack,soundtrack",0.43,0.942,0.314,0.421,-8.253,0.848,0.0302,0.361,92.238
Great Harrowsford Square,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.244,0.572,0.619,0.0386,-13.081,0.0175,0.0925,0.0579,125.996
Stunt Expo 2004,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.484,0.691,0.501,0.0707,-11.2,0.23,0.0617,0.176,125.045
Canis Lupus,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.142,0.97,0.33,0.0357,-20.764,0.97,0.0403,0.0718,76.715
Ol' Man River - Digitally Remastered & Remixed 01,The Beach Boys,"adult standards,baroque pop,classic rock,psychedelic rock,rock,sunshine pop",0.068,0.758,0.232,0.271,-17.624,0,0.0294,0.154,86.27
Let Her Dance,The Bobby Fuller Four,"bubblegum pop,classic garage rock,merseybeat,rock-and-roll",0.983,0.0497,0.556,0.766,-3.293,0.01,0.0405,0.145,141.143
Nada Personal - Remasterizado 2007,Soda Stereo,"argentine rock,latin alternative,latin rock,post-punk argentina,rock en espanol,ska argentino",0.935,0.42,0.758,0.422,-5.284,0.133,0.0517,0.114,124.372
Sobredosis de T.V. - Remasterizado 2007,Soda Stereo,"argentine rock,latin alternative,latin rock,post-punk argentina,rock en espanol,ska argentino",0.796,0.0196,0.761,0.891,-4.926,0.259,0.0342,0.0572,124.71
Trátame Suavemente - Remasterizado 2007,Soda Stereo,"argentine rock,latin alternative,latin rock,post-punk argentina,rock en espanol,ska argentino",0.789,0.0401,0.738,0.539,-4.009,0.0647,0.0283,0.632,122.85
Juegos De Seducción - Remasterizado 2007,Soda Stereo,"argentine rock,latin alternative,latin rock,post-punk argentina,rock en espanol,ska argentino",0.877,0.111,0.608,0.567,-5.306,0.0214,0.0474,0.102,100.94
Cuando Pase El Temblor - Remasterizado 2007,Soda Stereo,"argentine rock,latin alternative,latin rock,post-punk argentina,rock en espanol,ska argentino",0.598,0.0329,0.653,0.711,-9.179,0.00196,0.037,0.0736,94.099
Signos - Remasterizado 2007,Soda Stereo,"argentine rock,latin alternative,latin rock,post-punk argentina,rock en espanol,ska argentino",0.649,0.407,0.63,0.482,-8.745,0.0269,0.0339,0.111,125.011
Persiana Americana - Remasterizado 2007,Soda Stereo,"argentine rock,latin alternative,latin rock,post-punk argentina,rock en espanol,ska argentino",0.916,0.0123,0.602,0.549,-5.418,0.00134,0.0399,0.133,101.212
Prófugos - Remasterizado 2007,Soda Stereo,"argentine rock,latin alternative,latin rock,post-punk argentina,rock en espanol,ska argentino",0.87,0.0032,0.549,0.364,-5.339,0.0426,0.0384,0.288,127.215
Pic Nic En El 4° B - Remasterizado 2007,Soda Stereo,"argentine rock,latin alternative,latin rock,post-punk argentina,rock en espanol,ska argentino",0.864,0.0159,0.67,0.915,-5.847,0.433,0.0283,0.128,123.82
En La Ciudad De La Furia - Remasterizado 2007,Soda Stereo,"argentine rock,latin alternative,latin rock,post-punk argentina,rock en espanol,ska argentino",0.795,0.0806,0.612,0.713,-6.266,0.867,0.0278,0.096,126.515
De Música Ligera - Remasterizado 2007,Soda Stereo,"argentine rock,latin alternative,latin rock,post-punk argentina,rock en espanol,ska argentino",0.749,0.000645,0.537,0.735,-6.336,0.527,0.0284,0.197,124.224
Un Millón De Años Luz - Remasterizado 2007,Soda Stereo,"argentine rock,latin alternative,latin rock,post-punk argentina,rock en espanol,ska argentino",0.802,0.017,0.52,0.499,-5.763,0.00262,0.0265,0.334,95.328
En Remolinos - Remasterizado 2007,Soda Stereo,"argentine rock,latin alternative,latin rock,post-punk argentina,rock en espanol,ska argentino",0.817,8.13e-05,0.351,0.0885,-7.117,0.826,0.0433,0.105,95.942
Primavera 0 - Remasterizado 2007,Soda Stereo,"argentine rock,latin alternative,latin rock,post-punk argentina,rock en espanol,ska argentino",0.707,0.0019,0.382,0.158,-6.025,0.0348,0.0426,0.0981,134.015
Zona De Promesas - Remasterizado 2007,Soda Stereo,"argentine rock,latin alternative,latin rock,post-punk argentina,rock en espanol,ska argentino",0.374,0.0195,0.232,0.0744,-8.083,0.681,0.0297,0.157,75.793
Ella Usó Mi Cabeza Como Un Revólver - Remasterizado 2007,Soda Stereo,"argentine rock,latin alternative,latin rock,post-punk argentina,rock en espanol,ska argentino",0.713,0.00377,0.38,0.368,-7.239,0.0162,0.0259,0.11,165.532
Zoom - Remasterizado 2007,Soda Stereo,"argentine rock,latin alternative,latin rock,post-punk argentina,rock en espanol,ska argentino",0.853,0.0664,0.677,0.961,-5.847,0.14,0.0301,0.0477,93.934
Devuélveme a mi chica - 2015 Remaster,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.922,0.0129,0.574,0.43,-4.394,0.00446,0.103,0.138,172.692
