Track Name,Artist,Genres,Energy,Acousticness,Danceability,Valence,Loudness,Instrumentalness,Speechiness,Liveness,Tempo
Cut Here,The Cure,"new wave,permanent wave,rock,uk post-punk",0.902,0.0101,0.617,0.858,-3.775,0.0475,0.0411,0.295,135.004
Just Say Yes,The Cure,"new wave,permanent wave,rock,uk post-punk",0.963,0.00026,0.618,0.578,-3.1,0.0203,0.0347,0.274,110.02
Trois Gymnopédies: No. 1,Erik Satie,"classical,early avant garde,early modern classical,impressionism,post-romantic era",0.00825,0.995,0.539,0.42,-33.836,0.963,0.053,0.0749,129.066
Trois Gymnopédies: No. 2,Erik Satie,"classical,early avant garde,early modern classical,impressionism,post-romantic era",0.00615,0.993,0.504,0.341,-31.489,0.933,0.0456,0.0989,129.58
Trois Gymnopédies: No. 3,Erik Satie,"classical,early avant garde,early modern classical,impressionism,post-romantic era",0.0026,0.994,0.502,0.414,-34.512,0.919,0.0404,0.0871,59.524
Satie: Je te veux,Erik Satie,"classical,early avant garde,early modern classical,impressionism,post-romantic era",0.0136,0.996,0.301,0.187,-35.017,0.865,0.0384,0.0736,102.266
"Leit-motiv du ""Panthée""",Erik Satie,"classical,early avant garde,early modern classical,impressionism,post-romantic era",0.00111,0.98,0.714,0,-35.868,0.75,0.327,0.0986,127.396
3 Sarabandes : No. 1,Erik Satie,"classical,early avant garde,early modern classical,impressionism,post-romantic era",0.00238,0.995,0.543,0.333,-38.82,0.952,0.0872,0.115,70.268
Prière,Erik Satie,"classical,early avant garde,early modern classical,impressionism,post-romantic era",0.000864,0.996,0.436,0.492,-44.626,0.91,0.0709,0.0645,130.409
Gnossiennes : No. 1 - Lent,Erik Satie,"classical,early avant garde,early modern classical,impressionism,post-romantic era",0.00741,0.996,0.509,0.124,-31.083,0.94,0.0683,0.083,128.449
Gnossiennes : No. 2 - Avec étonnement,Erik Satie,"classical,early avant garde,early modern classical,impressionism,post-romantic era",0.00547,0.995,0.492,0.106,-32.408,0.915,0.0698,0.0993,105.023
Gnossiennes : No. 3 - Lent,Erik Satie,"classical,early avant garde,early modern classical,impressionism,post-romantic era",0.0119,0.995,0.433,0.177,-33.331,0.951,0.0926,0.0856,76.601
Cinq nocturnes: IV. No. 4,Erik Satie,"classical,early avant garde,early modern classical,impressionism,post-romantic era",0.0155,0.992,0.4,0.192,-27.11,0.931,0.0427,0.115,163.267
Petite ouverture à danser,Erik Satie,"classical,early avant garde,early modern classical,impressionism,post-romantic era",0.00543,0.996,0.372,0.13,-30.039,0.949,0.0698,0.103,76.625
Quatre préludes: I. Fête donnée par des chevaliers normands en l'honneur d'une jeune demoiselle,Erik Satie,"classical,early avant garde,early modern classical,impressionism,post-romantic era",0.00239,0.993,0.532,0.524,-41.196,0.955,0.38,0.0611,99.706
Pièces froides : Danses de travers - I,Erik Satie,"classical,early avant garde,early modern classical,impressionism,post-romantic era",0.00908,0.995,0.279,0.191,-38.332,0.801,0.0389,0.0788,71.911
Danses gothiques,Erik Satie,"classical,early avant garde,early modern classical,impressionism,post-romantic era",0.00139,0.994,0.567,0.184,-34.398,0.94,0.194,0.0791,93.16
Nocturnes : 1. Doux et calme,Erik Satie,"classical,early avant garde,early modern classical,impressionism,post-romantic era",0.00676,0.995,0.378,0.124,-32.863,0.901,0.0588,0.0641,76.474
Nocturnes : 2. Simplement,Erik Satie,"classical,early avant garde,early modern classical,impressionism,post-romantic era",0.00615,0.995,0.414,0.102,-30.992,0.937,0.0385,0.12,95.821
"Samai Bayati (Taksim Oud, Samai Thaqil 10/8, Samai Darij 6/8)",Classical Arabic Orchestra of Aleppo,"arab folk,middle eastern traditional",0.392,0.399,0.469,0.307,-15.044,0.282,0.0437,0.443,148.565
"Samai Husseini (Samai Thaqil 10/8, Samai Darij 6/8)",Classical Arabic Orchestra of Aleppo,"arab folk,middle eastern traditional",0.407,0.225,0.382,0.71,-13.414,0.000597,0.0358,0.304,111.981
"Suite Rasd (Bashraf - Taqsim Oud - Mouwashah - Taqsim Nay - Samai Thaqil 10/8, Samai Darij 6/8)",Classical Arabic Orchestra of Aleppo,"arab folk,middle eastern traditional",0.215,0.805,0.515,0.436,-14.583,0.757,0.0442,0.287,129.467
"Samai Nahawand (Taqsim Qanun, Samai Thaqil 10/8, Samai Darij 6/8)",Classical Arabic Orchestra of Aleppo,"arab folk,middle eastern traditional",0.228,0.693,0.433,0.315,-15.691,0.102,0.0382,0.281,106.906
"Samai Mouhayar (Samai Thaqil 10/8, Samai Darij 6/8)",Classical Arabic Orchestra of Aleppo,"arab folk,middle eastern traditional",0.437,0.096,0.39,0.531,-12.596,0.0218,0.0392,0.131,113.202
"Suite Bayati (Taqsim Nay - Samai Thaqil 10/8, Samai Darij 6/8 - Taqsim Oud - Mouwashah)",Classical Arabic Orchestra of Aleppo,"arab folk,middle eastern traditional",0.215,0.785,0.539,0.527,-14.694,0.722,0.0547,0.129,130.281
"Samai Chat Araban (Taqsim Nay, Samai Thaqil 10/8, Samai Darij 6/8)",Classical Arabic Orchestra of Aleppo,"arab folk,middle eastern traditional",0.324,0.57,0.367,0.275,-14.527,0.0521,0.0383,0.373,108.329
"Longa & Samai Shahnaz (Longa 2/4, Samai Thaqil 10/8, Samai Darij 6/8)",Classical Arabic Orchestra of Aleppo,"arab folk,middle eastern traditional",0.477,0.158,0.408,0.552,-12.579,0.0205,0.0382,0.364,106.14
The Computer Song,Don't Hug Me I'm Scared,weirdcore,0.486,0.525,0.63,0.476,-12.349,0,0.642,0.107,160.137
Ultralight Beam,Kanye West,"chicago rap,rap",0.397,0.627,0.672,0.372,-8.804,0,0.381,0.54,105.71
Pt. 2,Kanye West,"chicago rap,rap",0.729,0.536,0.672,0.272,-4.07,0,0.343,0.777,145.089
Famous,Kanye West,"chicago rap,rap",0.754,0.0679,0.469,0.421,-3.664,0,0.13,0.106,174.068
Highlights,Kanye West,"chicago rap,rap",0.629,0.00586,0.541,0.356,-6.269,0,0.198,0.288,102.053
Freestyle 4,Kanye West,"chicago rap,rap",0.532,0.0446,0.474,0.462,-8.326,0,0.0888,0.0901,125.901
30 Hours,Kanye West,"chicago rap,rap",0.809,0.0339,0.819,0.361,-6.724,0,0.292,0.1,95.091
Fade,Kanye West,"chicago rap,rap",0.77,0.102,0.743,0.308,-5.738,0,0.0989,0.314,105.93
Saint Pablo,Kanye West,"chicago rap,rap",0.771,0.286,0.661,0.433,-4.125,0,0.26,0.207,84.061
Father Stretch My Hands Pt. 1,Kanye West,"chicago rap,rap",0.568,0.138,0.717,0.362,-4.404,0,0.0807,0.58,113.17
Feedback,Kanye West,"chicago rap,rap",0.566,0.601,0.826,0.178,-6.039,0,0.503,0.104,100.134
Low Lights,Kanye West,"chicago rap,rap",0.601,0.707,0.655,0.546,-4.786,0,0.115,0.123,97.827
I Love Kanye,Kanye West,"chicago rap,rap",0.382,0.567,0.788,0.964,-7.794,0,0.618,0.233,85.142
Waves,Kanye West,"chicago rap,rap",0.572,0.0402,0.545,0.0588,-4.499,6.54e-06,0.04,0.331,96.239
FML,Kanye West,"chicago rap,rap",0.417,0.312,0.67,0.133,-7.123,0,0.0787,0.194,125.091
Real Friends,Kanye West,"chicago rap,rap",0.748,0.263,0.462,0.132,-6.264,0.000482,0.465,0.138,170.862
Wolves,Kanye West,"chicago rap,rap",0.397,0.194,0.557,0.127,-8.019,0.00186,0.045,0.133,77.946
Frank's Track,Kanye West,"chicago rap,rap",0.162,0.973,0.59,0.782,-7.086,0,0.0887,0.104,172.639
Siiiiiiiiilver Surffffeeeeer Intermission,Kanye West,"chicago rap,rap",0.427,0.982,0.725,0.89,-11.922,8.08e-05,0.913,0.11,74.703
No More Parties In LA,Kanye West,"chicago rap,rap",0.922,0.23,0.471,0.685,-1.614,0,0.31,0.223,92.414
Facts (Charlie Heat Version),Kanye West,"chicago rap,rap",0.658,0.0503,0.771,0.405,-3.78,0,0.165,0.17,142.094
Who Needs Love (Like That),Erasure,"europop,new romantic,new wave,new wave pop,synthpop",0.898,0.127,0.782,0.972,-7.874,0.00264,0.03,0.0793,120.15
Oh L'Amour,Erasure,"europop,new romantic,new wave,new wave pop,synthpop",0.873,0.0559,0.603,0.75,-7.024,0.0314,0.0308,0.0576,121.274
Sometimes,Erasure,"europop,new romantic,new wave,new wave pop,synthpop",0.958,0.153,0.581,0.654,-5.637,0.00198,0.0655,0.331,108.283
Victim of Love,Erasure,"europop,new romantic,new wave,new wave pop,synthpop",0.856,0.273,0.756,0.721,-6.62,0.000223,0.0424,0.0667,109.592
The Circus,Erasure,"europop,new romantic,new wave,new wave pop,synthpop",0.765,0.0558,0.667,0.728,-7.13,0.000253,0.024,0.0594,94.688
Ship of Fools,Erasure,"europop,new romantic,new wave,new wave pop,synthpop",0.861,0.0125,0.556,0.768,-7.656,0.0299,0.0248,0.201,100.607
Chains of Love,Erasure,"europop,new romantic,new wave,new wave pop,synthpop",0.831,0.00255,0.728,0.559,-8.118,0.000121,0.0299,0.112,122.592
A Little Respect,Erasure,"europop,new romantic,new wave,new wave pop,synthpop",0.869,0.0501,0.602,0.724,-6.286,1.66e-06,0.0293,0.324,113.795
Stop!,Erasure,"europop,new romantic,new wave,new wave pop,synthpop",0.923,0.0687,0.648,0.676,-5.615,1.29e-06,0.0377,0.187,120.144
Drama!,Erasure,"europop,new romantic,new wave,new wave pop,synthpop",0.893,0.00172,0.574,0.388,-5.596,0.0016,0.0413,0.105,124.292
Blue Savannah,Erasure,"europop,new romantic,new wave,new wave pop,synthpop",0.67,0.045,0.6,0.504,-7.191,0.000398,0.0279,0.131,134.918
Chorus,Erasure,"europop,new romantic,new wave,new wave pop,synthpop",0.792,0.114,0.623,0.635,-8.893,0.0233,0.0291,0.083,129.983
Love To Hate You,Erasure,"europop,new romantic,new wave,new wave pop,synthpop",0.906,0.0295,0.635,0.829,-6.0,0.0023,0.0457,0.476,119.803
Take A Chance On Me,Erasure,"europop,new romantic,new wave,new wave pop,synthpop",0.901,0.00775,0.651,0.625,-7.444,1.04e-05,0.0361,0.0842,118.029
Always,Erasure,"europop,new romantic,new wave,new wave pop,synthpop",0.845,0.22,0.574,0.204,-6.673,1.93e-06,0.0276,0.225,103.028
Fingers and Thumbs (Cold Summer's Day),Erasure,"europop,new romantic,new wave,new wave pop,synthpop",0.9,0.00947,0.594,0.501,-7.334,6.2e-05,0.0456,0.0919,125.017
Breathe,Erasure,"europop,new romantic,new wave,new wave pop,synthpop",0.642,0.00955,0.587,0.241,-8.74,0.0199,0.0276,0.103,106.006
Be With You,Erasure,"europop,new romantic,new wave,new wave pop,synthpop",0.742,0.0135,0.64,0.553,-6.909,0,0.0282,0.123,127.016
Elevation,Erasure,"europop,new romantic,new wave,new wave pop,synthpop",0.754,0.0017,0.541,0.544,-8.582,0,0.0359,0.127,120.989
Sometimes - 2015 Mix,Erasure,"europop,new romantic,new wave,new wave pop,synthpop",0.858,0.00612,0.569,0.391,-7.891,0,0.104,0.296,108.137
Winds of Change,Vance Joy,"folk-pop,pop",0.581,0.614,0.597,0.495,-6.611,0.000171,0.0281,0.116,106.944
Mess Is Mine,Vance Joy,"folk-pop,pop",0.723,0.047,0.595,0.272,-8.256,0.0286,0.0349,0.0995,108.043
Wasted Time,Vance Joy,"folk-pop,pop",0.603,0.408,0.602,0.454,-6.981,0.00188,0.0328,0.157,112.021
Riptide,Vance Joy,"folk-pop,pop",0.731,0.431,0.484,0.51,-6.694,0,0.0379,0.151,101.654
Who Am I,Vance Joy,"folk-pop,pop",0.694,0.561,0.622,0.605,-6.636,0.000379,0.0596,0.123,127.786
